	smiles
4534	CCCc1ccc(OC)c2cc(oc12)c3ccc([nH]3)c4oc(cc4)C(=O)O
4535	CCC1(CC)C(Oc2ccc(cc2)C(=O)O)N(C(=O)NCc3ccc(C)c(C)c3)C1=O.OC(=O)C(F)(F)F
4536	[I-].CC(C)N1C(=O)CC2(CC[N+](C)(CCOC(=O)C(c3ccccc3)c4ccccc4)CC2)C1=O
4537	Nc1nc(S)c2c(ncn2CCOCP(=O)(O)O)n1
4538	CCN(CC)CCCC(C)Nc1nc(\C=C\c2cc(OC)c(OC)cc2Cl)nc3cc(Cl)ccc13
4539	COc1cc(\C=C\C(=O)c2c(O)cc(O)cc2OC)ccc1O
4540	COc1ccc(cc1OC)c2cnc3c(snc3c2)N4CCN(CC4)c5ccncc5
4541	CCCCN(CC)CCNC(=O)C1=CN(CCOC)C(=O)c2c1c3ccccc3n2C
4542	CN1C=C(C(=O)NCCc2ccccc2)C(=O)c3cc(ccc13)S(=O)(=O)N4CCCCC4
4543	CCC[C@@]12CCN(C)C[C@@H]1Oc3ccc(O)cc23
4544	O=C(COc1ccccc1)Nc2nccs2
4545	C[C@@H]1C(=O)O[C@H]2[C@H](OCOCc3ccccc3)C45[C@H]6C[C@@H](C(C)(C)C)[C@]47[C@@H](OC(=O)[C@@H]7O)O[C@@]5(C(=O)O6)[C@@]12O
4546	COC(=O)c1ccccc1c2ccc(cc2)C3=CC(=O)C=C(S3)N4CCOCC4
4547	COc1cc(cc(OC)c1OC)c2cc(nc(N)c2C#N)c3c[nH]c4ccc(F)cc34
4548	OC(=O)c1cc(c2ccsc2)c3ccc(cc3c1)c4ccc(OC(F)(F)F)cc4
4549	Cc1cc(ccn1)c2n[nH]c3cc(NC(=O)NCC4CNC4)ncc23
4550	Cc1cc(C)n2c(SCC(=C(C#N)c3nc4ccccc4[nH]3)O)nnc2n1
4551	FC(F)(F)Oc1ccc(cc1)N2C[C@@H]3C[C@H](CN3C2=O)NC(=O)c4ccccc4Cl
4552	FC(F)(F)C1=CN(CC(=O)Nc2cccc(c2)S(=O)(=O)N3CCCCC3)C(=O)C(=C1)Cl
4553	COC(=N)NS(=O)(=O)c1ccc(I)cc1
4554	Cc1ccc(C(=O)NCc2cccc(Oc3ccc(OC(C)(C)C(=O)O)c(C)c3)c2)c(C)c1
4555	CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCc3ccccc3)C(=O)O
4556	CNc1nc(cc(n1)c2ccc3c(N)n[nH]c3c2)N4C[C@H](OC[C@H]4C)C(=O)NC5CCCCC5
4557	Cl.CNc1ccc(OC2C3CC4CC(CC2C4)C3)cc1
4558	CC1=CC(=C(N)C(=O)N1CC(=O)NCc2ccc(N)nc2C)S(=O)(=O)c3ccccc3
4559	Nn1c(SCC(=O)N2CCOCC2)nnc1c3occc3
4560	CC1=NN(C(=O)[C@@H]1N=Nc2ccc(cc2)S(=O)(=O)N)c3ccccc3
4561	OC(=O)C(Cc1ccc(O)cc1)NC(=O)\C(=C\c2ccccc2)\NC(=O)c3ccccc3
4562	FC(F)(F)c1ccc(Cn2cc(COc3ccc4C=CC(=O)Oc4c3)nn2)cc1
4563	CC1CCN(CC1)c2nc3c(O)nc(N)nc3n2[C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O
4564	CN(C)c1cc(ccn1)C(=O)N2CCCC(C2)n3nc(C)cc3C
4565	COc1ccc(cc1OC)c2occ(CC(=O)N(C(C)C(=O)NC3CCCC3)C4CCCCC4)n2
4566	CCCCOC(=O)NS(=O)(=O)c1sc(CC(C)C)cc1c2ccc(CC(=O)N3CCSC3)cc2
4567	Cl.COc1ccc2CC3C4C[C@@](CO)(CCc5ccccc5)[C@@H](O)C6Oc1c2C46CCN3CC7CCC7
4568	O=C1C=C(Nc2c(cnn12)c3ccccn3)c4oc5ccccc5c4
4569	CCOC(=O)CSc1nc(Cl)cc(Oc2ccc3ncccc3c2)n1
4570	CC12C=CC(C)(C3C4C(C13)C(=O)NC4=O)C5C2C(=O)NC5=O
4571	Clc1ccc(s1)S(=O)(=O)NC2C3CCC2Cc4cc(NC(=O)CN5CCOCC5)ccc4C3
4572	COc1cccc(c1)[C@]2(CCCC[C@@H]2CN(C)C)OC
4573	CC(C)[C@@H]1[C@H]2CC\C(=C/CC\C(=C/C(=O)[C@]2(C)CC1=O)\C)\C
4574	Cc1ccccc1C(=O)NO
4575	N#CCc1ccc(Nc2ncnc3ccc(cc23)c4ccc(cc4)c5ccccc5)cc1
4576	COc1ccc(cc1)C2=Nc3cnc(NCc4ccc(F)c(Cl)c4)nc3N(CCNC(=O)C)C2=O
4577	CCCCCCCCCCCC(=O)N[C@H]1C[C@H](O[C@H]2C[C@@](O)(Cc3c(O)c4C(=O)c5cccc(OC)c5C(=O)c4c(O)c23)C(=O)CO)O[C@@H](C)[C@H]1O
4578	COc1c(F)ccc(N(Cc2cnc[nH]2)C(C)C)c1F
4579	CCc1ncnc(c2ccc(C(=O)N3CCN(CCCS(=O)(=O)C)CC3)c(Cl)c2)c1C#Cc4ccc(N)nc4
4580	COC[C@@H](NC(=O)C)C(=O)NCc1ccc(cc1)S(=O)(=O)N
4581	CCc1nnc2CN(Cc3onc(n3)c4cocc4)CCn12
4582	COc1c(cccc1C(F)(F)F)c2nccc3cc(ccc23)S(=O)(=O)Nc4ccncn4
4583	COc1ccc2onc(\C(=C\c3ccccc3OCCN4CCCC4)\C#N)c2c1
4584	COc1ccccc1OC2CN(C2)c3ccncc3
4585	NC(=O)Nc1ccc2NC(=O)\C(=C/c3cc(c[nH]3)C(=O)O)\c2c1
4586	O=C(N1CCCCc2ccccc12)c3ccc(cc3)N4CCCC4
4587	NC(=O)c1cccc(c1)N2C(=O)c3ccccc3C2=O
4588	CCCCCCCN(CCCCCSc1nc(c2cccc(OC)c2)c([nH]1)c3cccc(OC)c3)C(=O)Nc4ccc(F)cc4F
4589	CN(C)CCCCOc1ccccc1\C=C\c2ccccc2Cl
4590	CCCCCCSC1=C(C#N)C(NC(=O)N1)c2cccc(c2)[N+](=O)[O-]
4591	CN(C)C1CCN(Cc2cccc(\C=C\c3cncc(C#N)c3Nc4ccc5[nH]ccc5c4C)n2)CC1
4592	Cc1ccc(Sc2c(ncn2C)[N+](=O)[O-])cc1
4593	O=C(N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3nsc4ccccc34)CC1)C5CC5
4594	CCOc1ccccc1C2CC(=NN2S(=O)(=O)C)c3cccs3
4595	Oc1ccc2C(=CC(=O)Oc2c1)CCc3ccccc3
4596	COc1cc(O)cc(O)c1C(=O)\C=C\c2ccc(O)c(O)c2
4597	Cc1cccc(c1)c2cc(Nc3ccc4nccc(N)c4c3)nc(N)n2
4598	O=C(Cc1ccccc1)Nc2ccc(CN3CCOCC3)cc2
4599	NC(=O)C(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c2cnc3ccccc3n2)C4CCOCC4
4600	NC(=O)c1ccc(cc1)C(=O)Nc2ccc(cc2)[As](=O)(O)O
4601	CONC(=O)Nc1ccc(cc1)c2sc3N(Cc4c(F)cccc4F)C(=O)N(C(=O)c3c2CN(C)Cc5ccccn5)c6ccccc6
4602	COc1cc(cc(OC)c1OC)C(N2CC(C)CC(C)C2)c3sc4nc(C)nn4c3O
4603	CN(C)c1ccc(cn1)c2cc(C(=O)N)c3[nH]c4cc(ccc4c3n2)N5CCOCC5
4604	CCc1c(cccc1S(=O)(=O)N[C@@H](CNC(=O)c2ccc(Cl)s2)C(=O)N3CCC(CC3)OC)N4CCOCC4=O
4605	CC(CC1C(=C(N)SC(=C1C#N)N)C#N)c2ccccc2
4606	CCCCN(C)C(=Nc1ccc(Oc2ccccc2)cc1)S
4607	CC#CCOc1ccc(cc1)S(=O)(=O)CC2(CCN(CC2)S(=O)(=O)c3c(C)onc3C)C(=O)NO
4608	COc1ccccc1Oc2ccc3C(=O)N(C(=O)c3c2)c4ccccc4
4609	O[C@H]1[C@@H](O)[C@@H]([C@H]2C[C@@H]12)n3cnc4c(NCc5cccc6ccccc56)nc(Cl)nc34
4610	CCN1[C@@H]([C@H](O)C(=O)C=C1C)c2ccccc2Br
4611	CN1N=CC(=C(Cl)C1=O)N2CCN(CC2)S(=O)(=O)c3ccc(C)cc3
4612	O=C(COC(=O)C1=COCCO1)NC2CCCCCCC2
4613	ClCCNC(=O)N(CC#C)C1CCCCC1
4614	Cc1cccc(c1)N2CCN(CN3C(=O)CC(C)(C3=O)c4ccccc4)CC2
4615	COc1ccc(Cl)cc1NC(=O)N2CCN(CC2)S(=O)(=O)C
4616	COc1cccc(CCNC(=O)c2ccc(OC)c(OC3CCN(CC3)C(C)C)c2)c1
4617	CC1(C)OC(=O)C(=C1C[n+]2ccccc2)C#N
4618	CCOC(=O)C(C)(C)c1ccc2c(c1)nc3C(Cc4ccc(cc4)C(=N)N)NCCn23
4619	Cc1cc(ccn1)c2n[nH]c3cc(NC(=O)NCc4cncc(F)c4)ncc23
4620	FC(F)Oc1ccccc1CNCc2cc(Br)c3OCOc3c2
4621	C[C@H](O)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC1=O
4622	CCOC(=O)C1CCN(CC1)C(=O)c2ccccc2NC(=O)c3ccc(Cl)cc3
4623	Cc1ccc(cc1)N2CCN(CCCN3C(=O)C4CCCN4C3=O)CC2
4624	Cl.COc1ccc(NC(=O)c2ccc(cc2)c3ccc(cc3C)c4noc(C)n4)cc1N5CCN(C)CC5
4625	Cc1cc(C)cc(c1)c2[nH]c3sc(cc3c2CCN4CCC(CC(=O)N5CCOCC5)CC4)C(C)(C)C(=O)N6C7CCC6CC7
4626	NC(=N)c1sc2cc(ccc2c1Cl)C#Cc3ccccc3
4627	Cc1cccc(c1)c2cc(C)cc(n2)C(=O)Nc3nn[nH]n3
4628	COc1cccc(\C=C\C(=O)OCC(=O)NCCC2=CCCCC2)c1
4629	CC1=C(CN=C(O)c2cnn(Cc3ccnc(c3)N4CCOCC4)c2)C(=CC(=N)N1)C
4630	CCN1\C(=C\C(=C\c2sc3ccccc3[n+]2CC)\N)\Sc4ccccc14
4631	CNCCCCNC1(CCCCC1)c2cc3ccccc3s2
4632	COc1ccc(cc1)C(=O)NC(=S)NC2CCSC2=O
4633	Cc1ccc(CN(CCc2ccc(cc2)N(S(=O)(=O)C)S(=O)(=O)C)Cc3ccccc3)cc1
4634	CN(C)C(=O)[C@H]1C[C@H]2OCC[C@H]2N(CCOc3ccc(Cl)cc3)C1
4635	COC(=O)c1scc(C)c1NC(=O)Nc2ccccc2
4636	CCCC#Cc1cccc(Cc2c[nH]cn2)c1
4637	NC1=N[C@@H](CCc2ccc(Nc3ccc(Cl)c(Cl)c3)cc2)CO1
4638	CN(CC#CCN1CCCC1)C(=O)CCCCCNC(=O)CNC(=O)OC(C)(C)C.OC(=O)C(=O)O
4639	Fc1cccc2\C(=N/OCc3cccc(Cl)c3)\C(Cn4ccnc4)CCc12
4640	CC(C)C[C@@H]1NC(=O)[C@H](CCCCNC(=O)C[C@H](NC(=O)[C@H](CCCN=C(N)N)NC1=O)C(=O)N)NC(=O)[C@@H](CCc2ccccc2)NC(=O)CCCN
4641	Cc1c(oc2ccc(cc12)S(=O)(=O)N3CCCCCC3)C(=O)Nc4ccccc4Cl
4642	O=C1N(CCN2CCCC2)CCc3cc(ccc13)c4ccccc4
4643	COC1Cc2sc(cc2C3(CCN(Cc4ccccc4)CC3)O1)c5ccc(cc5)c6ccccc6
4644	CC(C)(F)c1noc(n1)C2CCN(CC2)c3ncnc(Nc4ccc(cc4F)C(=O)O)c3F
4645	C[n+]1c2ccccc2n3c4ccccc4c(NCCCn5ccnc5)c(C#N)c13
4646	COCCNc1nc(C)c(c(N[C@@H]2C[C@@H]([C@@H](O)[C@H]2O)C(C)(C)O)n1)c3nc4cnccc4s3
4647	CNc1ncncc1c2ccccc2C
4648	CC(C)C1(O)C(OC(=O)c2ccc[nH]2)C3(O)C4(C)CC5(O)OC6(C(=O)C(C)C=CC46O)C3(O)C15C
4649	COc1ccc(cc1OC)c2nc3c4ccccc4ccn3c2Cc5ccccc5
4650	Clc1ccc(cn1)[C@@H]2CC3CC2CN3
4651	C\C(=N/NC(=S)NO)\c1ccc(cc1)[N+](=O)[O-]
4652	COc1cc(C)cc(OC)c1c2cccc3c(N(CC4CC4)CC5CCOCC5)c(SC)nn23
4653	CC1=C(O)OC(=NC1=O)c2ccc(Br)cc2
4654	Fc1ccc(cc1)C(=O)N2CCCC2c3onc(n3)c4cccc(F)c4
4655	COc1ccc(cc1)[C@@H]2N3[C@H](Cc4c2[nH]c5ccccc45)C(=O)N(CCc6ccccn6)C3=O
4656	CCCNC(=O)c1ccccc1N2CCN(CCCCN3C(=O)C4CCCCN4C3=O)CC2
4657	COc1ccc(cc1)S(=O)(=O)NCCCN2CCN(CCCNc3ccnc4cc(Cl)ccc34)CC2
4658	CCN1CCN(CC1)c2ccc(cc2NC(=O)COc3ccc(F)cc3Cl)S(=O)(=O)N4CCCCC4
4659	COc1ccc(cc1)c2nc(sc2c3ccc(OC)cc3)C(=O)N4CCNC(CCO)C4
4660	CC(C)(COc1ccc(cc1)c2ccc(cn2)c3ncc(CCC4CC4)[nH]3)C(=O)O
4661	O=C(CCC(=O)N1CCOCC1)NCCc2ccccc2
4662	CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(c3)n4cc(nn4)c5cnn6cccnc56)cc2C(F)(F)F)CC1
4663	OC1CCN(CCC(C#N)(c2ccccc2)c3ccccc3)CC1
4664	CCCCC\C=C/C[C@@H]1[C@@H](O)CC(=O)/C/1=C/[C@@H]2O[C@H]2CCCC(=O)O
4665	O=C(NN=C(c1ccccn1)c2ccccn2)Nc3ccccc3
4666	COC1CCC2(CC1)Cc3ccc(cc3C24NC(=N)N(CC5CCO5)C4=O)C#CC6CC6
4667	CCCCCCCCCCCCCCCCOC[C@@H](OC)\C=C\P(=O)([O-])OCC[N+](C)(C)C
4668	CC(C)C[C@H](Nc1cc(C)nc(NCC2CCCCC2)n1)C(=O)NCc3ccc(C)cc3.OC(=O)C(F)(F)F
4669	Clc1ccc(cc1)C(=O)OCC2CCN(Cc3ccccc3)C2
4670	COc1ccccc1N2CCN(CC(O)CN3C(=O)N(C)C(=O)C3(c4ccccc4)c5ccccc5)CC2
4671	CCN1CCC(CC1)n2cc(nn2)c3oc(nn3)c4cccc(OC)c4
4672	COC(C(=O)Nc1ccc(cc1)C2CCNC2)c3ccc(Br)cc3
4673	CC1=C(CC(=O)NCCc2ccccc2)C(=O)Oc3cc(C)c4c(C)c(C)oc4c13
4674	CC[C@@]12[C@H](CC(CC(=O)NCCC3=CCCCC3)C(=O)N1CCc4c2[nH]c5ccccc45)C(=O)N6CCN(CC6)C(=O)c7occc7
4675	COc1ccc2CCC3OC(=O)C(=C3c2c1)CO
4676	CCOc1ccc(NC(=O)\C(=N/OCCCc2ccccc2)\CC(=O)c3c[n+]([O-])c4ccccc4[n+]3[O-])cc1
4677	Cc1nc2c(OCc3c(F)cccc3F)cccn2c1C(=NC(CO)(CO)c4ccn(C)n4)O
4678	CC(NC(=O)c1ccc(C)cc1C)C2CC3CCC2C3
4679	CC1(C)CC(=O)c2sc(nc2C1)N3CCOC[C@@H]3Cc4c[nH]c5ccccc45
4680	COc1ccc(cc1)C(=O)NC2=Nc3ccccc3N4N2N=C(C4=O)c5ccccc5
4681	CC(C)(C)c1ccc(CN2CCc3cc(ccc3C2)S(=O)(=O)Nc4ccc(CCCC5CCCC5)cc4F)cn1
4682	Nc1ccccc1NC2CCCCC2
4683	CC(C)C[C@H](N)C(=O)N1CC2(CCNCC2)c3cc(Cl)ccc13
4684	CCOC(=O)c1ccc(NP(=O)(C)Oc2ccc(Cl)cc2)cc1
4685	COC(=O)\C=C(\C)/C1=C(O)c2ccccc2OC1=O
4686	COC(=O)c1cc(cc(Cl)c1OC)C(=CCCN2CCOC2=O)c3cc(Cl)c(OC)c(c3)C(=O)OC
4687	Cc1cccc(C)c1OCC(=O)N[C@@H](Cc2ccccc2)[C@H](OC(=O)CCC(=O)O)C(=O)N3CSC(C)(C)[C@H]3C(=O)NC(C)(C)C
4688	COC(=O)Nc1nc2cc(ccc2[nH]1)C3(O)N(C(=O)c4ccccc34)c5cccc(c5)C(=O)C
4689	COc1cc2CCN3CCCC3c2cc1OC
4690	CO[C@H]1[C@H](C[C@@H]2O[C@@]1(C)n3c4ccccc4c5c6C(=O)NC(=O)c6c7c8ccccc8n2c7c35)N(C)OC(=O)C(C)(C)C
4691	CC(=O)Nc1nc2ccc(cc2s1)c3ccnc(Oc4ccccc4)n3
4692	ClCCCN1C(=O)c2ccccc2C3=C1c4cc5OCOc5cc4C3=O
4693	CCn1c(NC(=O)c2ccc3cc4C(=O)NCCCn4c3c2)nc5ccccc15
4694	CCOC(=O)c1cc2c(ccn2c3ccc(F)cc3)n1CC(=O)NC(C)(C)C
4695	CN1C(=O)C[C@@H](C1=O)c2ccccc2
4696	NC(=O)c1ccccc1Nc2nc(Nc3ccc(cc3)N4CCCC4=O)ncc2Cl
4697	CCN(CC)[c+]1sc2C(Oc3ccc(Cl)cc3c2s1)c4ccc(F)cc4.F[B-](F)(F)F
4698	COc1cc(\C=C\C(=C\C(=O)\C=C\c2ccc(O)c(OC)c2)\NC(C)c3ccccc3)ccc1O
4699	Cl.ClCCNCc1ccccc1Br
4700	CC(C)[C@H](NC(=O)CCN(C)C)c1cccc(F)c1N2CCN(CC2)C(=O)[C@@H]3CN(C[C@H]3c4cocc4)C(C)C
4701	C(N1CCCCC1)c2cc(on2)c3ccc4[nH]ncc4c3
4702	ONC(=O)C1(CCOCC1)c2csc(NC(=O)c3cccc(COc4ccccc4)n3)n2
4703	CCOc1ccccc1N(CC(=O)Nc2ccccc2C(=O)NCC(C)C)S(=O)(=O)C
4704	COc1ccc(CN(Cc2ccc(F)cc2)S(=O)(=O)c3ccc(cc3)C(=O)O)cc1
4705	CCCC[C@H](NC(=O)c1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C=O)c2ccccc2
4706	CC(C)[C@@H]1N(C)c2ccc(c3[nH]cc(C[C@@H](CO)NC1=O)c23)[C@@](C)(CCC=C(C)C)C=C
4707	CCNC(=O)c1c2CN(C3CCCCC3)C(=O)c2nc4ccccc14
4708	CC(NC(=O)Cn1nc(C)nc1c2ccccc2)C3CC3
4709	CC(C)(C)Nc1nc(NCc2cccnc2)nc(n1)N3CCOCC3
4710	CCC1(C\C=C\C)Oc2cccnc2n3cccc3C1=O
4711	CC(C)Cn1ccnc1CNC(=O)N2CCCC2CN3CCOCC3
4712	CCN1N=C(N)c2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@@]3(C)O)c4ncnc1c24
4713	CC(C)CSc1ccc(OS(=O)(=O)C)nn1
4714	CCN1C=C(C(=O)O)C(=O)c2cc(F)c(cc12)N3CCN(CC3)C(=S)NC(=O)c4cc(OC)cc(OC)c4
4715	NC(=O)c1cc(n[nH]1)C2CCCN(CCOc3cccc(F)c3)C2
4716	CCN(CCCl)c1ccc(cc1C)C(=O)Nc2cc(C(=O)Nc3cc(C(=O)Nc4cc(C(=O)NCCC(=N)N)n(C)c4)n(C)c3)n(C)c2
4717	CN(C1CCCCC1)C(=O)c2cccc(CN3Cc4cc(Oc5ccccc5)ccc4N=C3N)c2
4718	COc1cc2c(Nc3ccc(Sc4nc(C)c(C)n4C)c(Cl)c3)c(cnc2cc1NCCCN(C)C)C#N
4719	CN1CCC[C@H](C1)c2nc3ccccc3n2Cc4ccc(F)cc4
4720	COc1cc2OC(=O)C(=Cc2cc1OC)NC(=O)[C@H]3CCC[C@H](C3)NCc4ccccc4
4721	CCCCCCCC\C=C\CCCCCCCC(=O)Nc1c(C)cccc1OCC
4722	CN(C)CCN1CCN(CC1)c2c3cc(ccc3nc4c5ccccc5[nH]c24)c6ccc(F)c(F)c6
4723	CCCCCCCN1CCN([C@H](CO)Cc2ccccc2)C(=O)CC1
4724	Brc1cnn2C(=O)NC(=O)Nc12
4725	C(NCc1ccccc1)C2COc3ccccc3O2
4726	NC1=NC(=O)N(C=C1)[C@H]2C[C@H](O)[C@@](CO)(S2)C#C
4727	O=C(Nc1ccc2C(=O)N(C(=O)c2c1)c3ccccc3)c4cccs4
4728	Cl.COc1ccc(cc1OC)C(=O)NCc2ccc(OCCN(C)C)cc2
4729	CSc1ncc(C2NC(=O)NC(=C2C(=O)Nc3ccccc3Cl)C)n1Cc4ccccc4
4730	Cc1nn(C)cc1CNC(=O)\C=C\c2cnn(C)c2
4731	COc1ccccc1CCNC(=O)CCCN2C(=O)c3cccn3c4cccnc24
4732	CN[C@H](C(=O)N[C@H](C(=O)N(C)[C@H](\C=C(/C)\[C@@H](O)c1ccccc1)C(C)C)C(C)(C)C)C(C)(C)c2ccccc2
4733	CCCC1=CC(=CC(=O)N1Cc2ccc(cc2)c3ccccc3c4nn[nH]n4)C(=O)OC(C)C
4734	COc1ccccc1C=NNC(=O)NN=Cc2ccccc2OC
4735	CCCCCCOc1ccc(cc1)C(=O)N\C=C/CCCC(=O)NCC(=O)OC
4736	O=C(Nc1ccccc1)[C@@H]2CCCN2c3nc(Nc4cc([nH]n4)C5CC5)c6cccn6n3
4737	Cl.CN[C@H]1CN(C[C@@H]1SC)c2ccc3C(=O)C(=CN(c4nccs4)c3n2)C(=O)O
4738	CCCC(=O)Nc1n[nH]c2ccc(cc12)c3nnn(Cc4ccccc4)c3c5ccccc5
4739	Cc1ccccc1N2CCN(C[C@@H](O)COc3ccc(Cl)cc3C(=O)CCc4ccccc4)CC2
4740	CN1CCCC1CCNc2cc(nc3ccccc23)c4ccc5ccccc5c4
4741	Cc1ccc(NC(=O)CSc2nc(C)cc(C)c2C(=O)Nc3cccc(C)c3)cc1
4742	FC(F)(F)c1cc(NC2=NCc3c(S2)[nH]c4ccccc34)cc(c1)C(F)(F)F
4743	COC(=O)C1C2CCC(CC1c3ccc(cc3[N+](=O)[O-])[N+](=O)[O-])N2C
4744	N[C@@H](CC(=O)N1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3)C(=O)N4Cc5ccc(F)cc5C4
4745	CC(C(=O)Nc1nc(C)c(Cc2ccccc2F)s1)S(=O)(=O)C
4746	CC(=CCC12OC[C@@H]3[C@@H](CN4CCC(=O)CC4)[C@@H](C=C5C(=O)c6c(O)cccc6O[C@@]135)C2=O)C
4747	OC(=O)Cc1cn(Cc2ccccc2)c3ccc(OCCCOc4cccc(OCc5ccc(F)cc5)c4)cc13
4748	COc1ccc(cc1)c2ccc3c(c2)n4ncc(c5ccsc5)c4n[n+]3[O-]
4749	CC(=O)c1ccc2OP(=O)(OC[C@H]3O[C@H](C=C3)N4C=C(C)C(=O)NC4=O)OCc2c1
4750	CN1Cc2c([nH]c3nccc(c4cc(F)ccc14)c23)C5=CCN6[C@@H](COC6=O)C5
4751	Cc1ccc(cc1)n2nnnc2c3ccc(cc3)S(=O)(=O)C
4752	O=S(=O)(N1CCCCCC1)c2ccc(SCc3ccc(cc3)C#N)nc2
4753	CCCCN(CCCC)C(=O)c1cc(C)n(n1)c2ccc(NS(=O)c3ccsc3C(=O)OC)cc2C(=O)N4Cc5ccccc5C[C@H]4CO
4754	Cl.CCCN(CCC)CCc1cc(F)ccc1OCCc2ccccc2
4755	Brc1ccc(cc1)C(=O)Nc2ccc(Nc3ccccc3)cc2
4756	CCN(CC)CCN(Cc1ccc(cc1)c2ccc(s2)C(F)(F)F)C(=O)CN3C(=NC(=O)c4ccccc34)CCc5cccc(F)c5F
4757	Nc1cccc(c1C#N)S(=O)(=O)c2cccc(Br)c2
4758	COc1c(N2CCN[C@@H](C)C2)c(F)cc3C(=O)C(=CN(C4CC4)c13)C(=O)O
4759	Cc1ccc(cc1n2ccn3nc(cc23)c4cn[nH]c4)N=C(O)c5cc(cc(c5)S(F)(F)(F)(F)F)C#N
4760	Oc1nc(COc2ccccc2)ncc1C(=O)N3CCOCC3
4761	CC(CCc1ccccc1)N2CCN(Cc3ccccc3)CC2
4762	CN(C)C[C@H]1CCC[C@H]1c2c[nH]c3ccc(cc23)C#N
4763	CC(C)C[C@@H](CN1CCC[C@H]1CN2[C@@H](Cc3ccccc3)CNC(=O)C2=O)N4C[C@H](Cc5ccccc5)N(CC6CCCCC6)C(=O)C4=O
4764	COC(=O)[C@H](CC(C)C)NC(=O)Cn1cnc(n1)C(=O)Nc2ccc(C)c(C)c2
4765	Clc1ccc(cc1)c2csc(NC(=S)NC(=O)c3cccs3)n2
4766	CC(C)N1C(=O)N(Cc2cc(C)ccc2C)c3c(oc4ccccc34)C1=O
4767	CN1C(=O)N(C)c2occ(CC(=Nc3nc(cs3)c4cc(F)cc(c4)C(F)(F)F)O)c2C1=O
4768	O=C(CCCCCCC(=O)c1ccccc1)c2ccccc2
4769	FC(F)C(=O)\C=C/N1CCc2ccccc12
4770	CCCN1CC[C@]2(C)[C@@H](C)[C@@H]1Cc3ccc(O)cc23
4771	Cc1ccc(nc1N2CCN(CCS(=O)(=O)C)C(C)(C)C2)c3n[nH]c4cnc(cc34)c5cnn(C)c5
4772	C[C@H]1OC(=O)CCCCCCC(=O)N2[C@H](OC(=O)C)[C@@H]1C2=O
4773	Cc1cccc2cncc(OCc3nnc(SC(F)F)n3C)c12
4774	CC1(C)Cc2cccc(OCC(=O)Nc3ccccc3F)c2O1
4775	O=C(NN=Cc1ccccc1)c2ccccc2
4776	CCc1ccc(Nc2nc3ccccc3nc2NS(=O)(=O)c4ccccc4)cc1
4777	Cc1ccc(NC(=O)c2cc3C(=O)Oc4ccc(C)cc4c3s2)nc1
4778	CCOC(=O)CCCCCOc1cccc(CN(C(C)C)C(=O)c2ccc(Br)cc2)c1
4779	CN1C(=O)N(C)c2[nH]cc(c3cccc4ccccc34)c2C1=O
4780	COc1ccc(cc1)C(=O)N2CCC(CC2)N3CCC(Cc4ccc(SC(C)C)cc4)CC3
4781	Cn1cc(\C=C\C(=O)c2cc(F)ccc2F)cc1\C=C\C(=O)NO
4782	Cc1ccc(cc1C)N2CCN(CC(O)CN3C(=O)NC(C)(C3=O)c4ccc(F)cc4)CC2
4783	CN(C)CCn1c(C)cc2c(NS(=O)(=O)c3sc4ccc(Cl)cc4c3C)cccc12
4784	OC1(CNC(=O)c2cc(ccc2F)N3N=CC(=O)NC3=O)CCCCCC1
4785	COc1ccc(CNC(=O)C2CN(C3CCCCC3)C(=O)C2)cc1
4786	OC(=O)c1cc(Cl)ccc1NC(=O)c2ccc3C(=O)OC(=O)c3c2
4787	C[C@H]1CC[C@@H]2[C@@H](C)[C@H]3[C@H](C[C@H]4[C@@H]5CC=C6C[C@@H](O)CC[C@]6(C)[C@H]5C[C@H](O)[C@]34C)N2C1
4788	Cl.CCCc1cc2C(CN(C)Cc2s1)c3ccc(Br)cc3
4789	COCC(=O)N[C@@H](Cc1cccc(c1F)c2nccs2)[C@H](O)CN[C@H]3CC4(CCC4)Oc5ncc(CC(C)(C)C)cc35
4790	Cn1cc(\C=C\C(=O)NS(=O)(=O)c2cc(F)c(F)cc2F)c3c(Oc4ccc5ccccc5c4)cccc13
4791	Clc1ccc(CCNCc2ccncc2)c(Cl)c1
4792	Cc1c(Cc2cccnc2)c3cc(CCC(=O)O)ccc3n1CCNS(=O)(=O)c4ccc(F)cc4
4793	OC(=O)C[C@@H]1CC[C@H](CC1)c2ccc(cc2)c3ccc4N(CCOc4c3)C(=O)NCCCCc5ccccc5
4794	CCCCC1=NC2(CCN(CC2)C(=O)c3ccccc3)C(=O)N1Cc4ccc(cc4)c5ccccc5C(=O)O
